"","ID","BORO","BLOCK","LOT","TXCL","ZIP","YRB","TOT_UNIT","RES_UNIT","STR_NAME","BLDGCL","HNUM_LO","HNUM_HI","VALUE_10","VALUE_11","VALUE_12","VALUE_13","VALUE_14","VALUE_15","VALUE_16","VALUE_17","VALUE_18","VALUE_19","VALUE_20","VALUE_21","VALUE_22","VALUE_23"
"15957","5259-1004",3,5259,"1004","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",200174,200174,82031,84601,91769,94880,96435,99681,105429,137079,135997,146952,130925,140392
"15958","5259-1005",3,5259,"1005","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",200174,200174,82031,84601,91769,94880,96435,99681,105429,137079,135997,146952,130925,140392
"15959","5259-1006",3,5259,"1006","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",141697,141697,58066,59885,64960,67162,68265,70562,74631,97035,96269,104024,92678,99380
"15960","5259-1007",3,5259,"1007","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",210720,210720,86352,89057,96603,99877,101517,104934,110985,144301,143162,154694,137823,147789
"15961","5259-1008",3,5259,"1008","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",221247,221247,90668,93509,101432,104870,106586,110173,116527,151509,150313,162422,144707,155171
"15962","5259-1009",3,5259,"1009","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",147490,147490,60440,62333,67615,69907,71056,73448,77683,101002,100205,108277,96468,103444
"15963","5259-1010",3,5259,"1010","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",221247,221247,90668,93509,101432,104870,106586,110173,116527,151509,150313,162422,144707,155171
"15964","5259-1011",3,5259,"1011","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",226527,226527,92830,95738,103850,107370,109132,112805,119310,155125,153901,166299,148161,158875
"15965","5259-1012",3,5259,"1012","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",152798,152798,62617,64579,70051,72425,73610,76088,80476,104635,103809,112172,99937,107164
"15966","5259-1013",3,5259,"1013","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",221247,221247,90668,93509,101432,104870,106586,110173,116527,151509,150313,162422,144707,155171
"15967","5259-1014",3,5259,"1014","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",268652,268652,110094,113543,123163,127338,129425,133782,141496,183973,182520,197224,175713,188420
"15968","5259-1015",3,5259,"1015","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",158036,158036,64762,66790,72450,74906,76137,78700,83238,108224,107370,116019,103366,110840
"15969","5259-1016",3,5259,"1016","2",11218,0,1,1,"PROSPECT PARK SW","R4","000000000101","000000000101",263384,263384,107933,111314,120746,124840,126888,131159,138723,180365,178942,193357,172268,184726
"15970","5259-7501",3,5259,"7501","2",11218,0,0,0,"PROSPECT PARK SW","R0","000000000101","000000000101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15971","5260-14",3,5260,"14","2",11218,2000,21,21,"TERRACE PLACE","D9","000000000020","000000000020",588000,548000,710000,921000,957000,1088000,2747000,2540000,2685000,3128000,3604000,3723000,3340000,4112000
"15972","5262-1",3,5262,"1","2A",11218,1931,5,5,"SEELEY STREET","C2","000000000099","000000000099",1300000,1340000,459000,688500,551000,615000,622000,746000,931000,1082000,987000,1106000,1012000,1069000
"15973","5263-18",3,5263,"18","2A",11218,1931,4,4,"TERRACE PLACE","C3","000000000138","000000000138",1170000,1210000,414000,621000,497000,555000,561000,673000,839000,975000,889000,997000,912000,1140000
"15974","5265-10",3,5265,"10","2A",11218,1931,4,4,"20 STREET","C3","000000000653","000000000653",1090000,1120000,383000,574500,460000,513000,519000,623000,776000,902000,822000,921000,844000,1055000
"15975","5268-2",3,5268,"2","2",11218,1938,55,55,"SEELEY STREET","D4","000000000166","000000000176",2280000,2130000,2343000,3231000,3692000,3441000,3777000,4521000,5369000,6480000,6152000,6477000,5848000,6356000
"15976","5268-18",3,5268,"18","2",11218,1931,42,42,"SEELEY STREET","D4","000000000202","000000000212",1540000,1440000,1584000,1742000,2443000,2356000,2538000,3011000,3437000,4220000,4553000,4913000,4390000,5210000
"15977","5268-33",3,5268,"33","2",11218,1963,155,149,"VANDERBILT STREET","D4","000000000651","000000000651",3610000,3060000,3366000,3703000,5547000,6632000,6954000,7293000,7611000,8469000,8726000,9187000,10162000,12249000
"15978","5268-84",3,5268,"84","2",11218,1931,16,16,"SEELEY STREET","C6","000000000250","000000000250",398000,378000,416000,416000,624000,927000,1008000,1184000,1216000,1186000,1483000,1561000,1460000,1513000
"15979","5268-87",3,5268,"87","2",11218,1931,16,16,"PROSPECT PARK SW","C6","000000000147","000000000147",419000,397000,437000,437000,656000,798000,823000,872000,959000,1020000,1197000,1260000,1179000,1423000
"15980","5268-89",3,5268,"89","2",11218,1931,16,16,"PROSPECT PARK SW","C6","000000000149","000000000149",416000,395000,434000,434000,651000,1204000,1345000,1370000,1477000,1616000,1764000,1857000,1737000,1956000
"15981","5268-90",3,5268,"90","2A",11218,1931,6,4,"PROSPECT PARK SW","S9","000000000153","000000000153",1030000,1270000,756000,1134000,907000,1012000,1106000,1189000,1312000,1518000,1821600,1457000,1303000,1108000
"15982","5268-94",3,5268,"94","2A",11218,1931,6,3,"PROSPECT PARK SW","S9","000000000155","000000000155",959000,1180000,618000,927000,914000,1026000,1120000,1205000,1329000,1538000,1441000,1448000,1320000,1122000
"15983","5270-140",3,5270,"140","2B",11218,2003,9,9,"EAST 2 STREET","C1","000000000076","000000000076",1310000,1960000,1265000,1897500,1518000,1695000,1715000,2058000,2565000,2981000,2718000,3046000,2789000,2371000
"15984","5270-7501",3,5270,"7501","2",11218,1999,0,0,"MC DONALD AVENUE","R0","000000000143","000000000143",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15985","5272-36",3,5272,"36","2A",11218,1931,6,6,"EAST 4 STREET","C2","000000000078","000000000078",418000,366000,549000,823500,788000,885000,895000,1074000,1338000,1555000,1418000,1589000,1644000,1397000
"15986","5272-43",3,5272,"43","2A",11218,1931,5,5,"GREENWOOD AVENUE","C2","000000000303","000000000303",1880000,1940000,661000,991500,793000,886000,896000,1075000,1341000,1558000,1421000,1592000,1458000,1239000
"15987","5273-1001",3,5273,"1001","2",11218,0,1,1,"EAST 4 STREET","R2","000000000035","000000000035",51128,68334,56206,70462,78819,84882,89964,93897,110448,118149,121754,135519,123065,135683
"15988","5273-1002",3,5273,"1002","2",11218,2005,1,1,"EAST 4 STREET","R2","000000000035","000000000035",52108,69645,57287,71817,80335,86514,91691,95700,112568,120418,124092,138122,125429,138289
"15989","5273-1003",3,5273,"1003","2",11218,0,1,1,"EAST 4 STREET","R2","000000000035","000000000035",52108,69645,57287,71817,80335,86514,91691,95700,112568,120418,124092,138122,125429,138289
"15990","5273-1004",3,5273,"1004","2",11218,0,1,1,"EAST 4 STREET","R2","000000000035","000000000035",52108,69645,57287,71817,80335,86514,91691,95700,112568,120418,124092,138122,125429,138289
"15991","5273-1005",3,5273,"1005","2",11218,0,1,1,"EAST 4 STREET","R2","000000000035","000000000035",52108,69645,57287,71817,80335,86514,91691,95700,112568,120418,124092,138122,125429,138289
"15992","5273-1006",3,5273,"1006","2",11218,0,1,1,"EAST 4 STREET","R2","000000000035","000000000035",52439,70086,57648,72270,80842,87060,92271,96305,113280,121179,124877,138995,126222,139163
"15993","5273-7501",3,5273,"7501","2",11218,5,0,0,"EAST 4 STREET","R0","000000000035","000000000035",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15994","5274-40",3,5274,"40","2A",11218,1986,6,6,"PROSPECT AVENUE","C2","000000001280","000000001280",418000,366000,517000,775500,620000,692000,7e+05,840000,1048000,1217000,1290000,1431000,1328000,1129000
"15995","5275-36",3,5275,"36","2",11218,1931,16,16,"REEVE PLACE","C6","000000000047","000000000049",226000,215000,236000,236000,354000,654000,731000,770000,803000,839000,1009000,994000,876000,1022000
"15996","5275-53",3,5275,"53","2A",11218,1931,4,3,"PROSPECT AVENUE","S3","000000001235","000000001235",729000,751000,447000,670500,536000,6e+05,655000,704000,777000,899000,842000,846000,953000,810000
"15997","5275-54",3,5275,"54","2A",11218,1931,4,4,"PROSPECT AVENUE","C3","000000001233","000000001233",1180000,1220000,723000,775000,620000,560000,566000,679000,847000,985000,898000,1006000,921000,783000
"15998","5275-68",3,5275,"68","2A",11218,1931,4,4,"VANDERBILT STREET","C3","000000000686","000000000686",912000,939000,321000,481500,385000,431000,436000,523000,652000,757000,803000,890000,827000,1034000
"15999","5275-1001",3,5275,"1001","2C",11218,2006,1,1,"PROSPECT PARK SW","R1","000000000167","000000000167",106282,99378,62014,93021,74397,83075,84051,100822,125783,146162,131341,140897,145089,145089
"16000","5275-1002",3,5275,"1002","2C",11218,2006,1,1,"PROSPECT PARK SW","R1","000000000167","000000000167",152614,142702,89048,133572,106830,119291,120692,144774,180617,209880,188598,202320,208340,208340
"16001","5275-1003",3,5275,"1003","2C",11218,2006,1,1,"PROSPECT PARK SW","R1","000000000167","000000000167",122618,114654,71546,107319,85833,95845,96970,116319,145117,168629,151530,162554,167391,167391
"16002","5275-1004",3,5275,"1004","2C",11218,2006,1,1,"PROSPECT PARK SW","R1","000000000167","000000000167",122618,114654,71546,107319,85833,95845,96970,116319,145117,168629,151530,162554,167391,167391
"16003","5275-1005",3,5275,"1005","2C",11218,2006,1,1,"PROSPECT PARK SW","R1","000000000167","000000000167",122618,114654,71546,107319,85833,95845,96970,116319,145117,168629,151530,162554,167391,167391
"16004","5275-1006",3,5275,"1006","2C",11218,2006,1,1,"PROSPECT PARK SW","R1","000000000167","000000000167",122618,114654,71546,107319,85833,95845,96970,116319,145117,168629,151530,162554,167391,167391
"16005","5275-1007",3,5275,"1007","2C",11218,2006,1,1,"PROSPECT PARK SW","R1","000000000167","000000000167",218010,203850,127206,190808,152607,170408,172408,206809,258012,299814,269412,289013,297613,297613
"16006","5275-1008",3,5275,"1008","2C",11218,2006,1,1,"PROSPECT PARK SW","R1","000000000167","000000000167",122618,114654,71546,107319,85833,95845,96970,116319,145117,168629,151530,162554,167391,167391
"16007","5275-7501",3,5275,"7501","2",11218,6,0,0,"PROSPECT PARK SW","R0","000000000167","000000000167",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16008","5277-1",3,5277,"1","2",11215,1931,11,9,"PROSPECT AVENUE","C7","000000000601","000000000605",287000,390000,429000,472000,708000,797000,727000,941000,1147000,1465000,1685000,1780000,1396000,2023000
"16009","5277-15",3,5277,"15","2A",11218,1931,5,5,"PROSPECT AVENUE","C2","000000001261","000000001261",1090000,1120000,385000,577500,462000,515000,521000,625000,780000,906000,960000,1065000,989000,841000
"16010","5277-21",3,5277,"21","2B",11218,1980,8,8,"REEVE PLACE","C1","000000000008","000000000008",847000,660000,829000,1243500,995000,1111000,1124000,1349000,1681000,1954000,2070000,2297000,2132000,1812000
"16011","5277-53",3,5277,"53","2A",11218,1931,5,4,"GREENWOOD AVENUE","S4","000000000607","000000000607",1360000,1400000,477000,715500,572000,640000,698000,751000,829000,959000,898000,903000,823000,7e+05
"16012","5277-7501",3,5277,"7501","2",11218,1990,0,0,"PROSPECT AVENUE","R0","000000001273","000000001273",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16013","5279-19",3,5279,"19","2",11218,1961,58,58,"PROSPECT PARK SW","D4","000000000180","000000000180",3320000,3080000,1344000,1344000,2016000,3525000,4257000,4331000,4764000,5293000,5427000,5714000,5159000,5568000
"16014","5279-32",3,5279,"32","2",11218,1970,27,27,"PROSPECT PARK SW","C6","000000000175","000000000175",638000,606000,413000,454000,681000,1133000,1135000,1300000,1344000,1420000,1726000,1758000,1524000,1953000
"16015","5279-43",3,5279,"43","2",11218,1982,135,135,"GREENWOOD AVENUE","D1","000000000829","000000000829",9550000,9220000,9448000,12958000,14233000,13727000,13941000,14269000,15247000,19185000,20150000,21214000,17421000,19981000
"16016","5280-8",3,5280,"8","2",11218,1953,166,160,"MC DONALD AVENUE","D4","000000000221","000000000243",6700000,6230000,1661000,1827000,2741000,5941000,7487000,8390000,8567000,8730000,8819000,9285000,8383000,10893000
"16017","5280-47",3,5280,"47","2",11218,1940,114,114,"EAST 2 STREET","D4","000000000112","000000000140",3950000,3390000,3729000,4102000,6042000,5874000,6486000,7184000,7783000,9659000,9516000,9621000,8245000,9636000
"16018","5281-1",3,5281,"1","2A",11218,1931,4,3,"FT HAMILTON PARKWAY","S3","000000003025","000000003025",561000,578000,429000,643500,515000,574000,627000,675000,744000,861000,807000,811000,739000,924000
"16019","5281-61",3,5281,"61","2A",11218,1931,6,5,"FT HAMILTON PARKWAY","S5","000000003007","000000003007",643000,767000,672000,1008000,806000,901000,984000,1059000,1168000,1351000,1080800,1034000,940000,1175000
"16020","5281-62",3,5281,"62","2A",11218,1931,6,5,"FT HAMILTON PARKWAY","S5","000000003011","000000003011",643000,767000,654000,981000,785000,876000,957000,1030000,1135000,1313000,1050400,1005000,914000,1143000
"16021","5281-63",3,5281,"63","2A",11218,1931,6,5,"FT HAMILTON PARKWAY","S5","000000003013","000000003013",643000,767000,672000,1008000,806000,901000,984000,1059000,1168000,1351000,1080800,1034000,940000,1175000
"16022","5281-64",3,5281,"64","2A",11218,1931,6,5,"FT HAMILTON PARKWAY","S5","000000003015","000000003015",643000,767000,668000,1002000,802000,895000,977000,1051000,1159000,1341000,1072800,1026000,933000,1166000
"16023","5281-65",3,5281,"65","2A",11218,1931,6,5,"FT HAMILTON PARKWAY","S5","000000003019","000000003019",643000,767000,668000,1002000,802000,895000,977000,1051000,1159000,1341000,1072800,1026000,933000,1166000
"16024","5281-66",3,5281,"66","2A",11218,1931,6,5,"FT HAMILTON PARKWAY","S5","000000003021","000000003021",643000,767000,668000,1002000,802000,895000,977000,1051000,1159000,1341000,1072800,1026000,933000,1166000
"16025","5281-1003",3,5281,"1003","2",11218,2007,1,1,"FT HAMILTON PARKWAY","R4","000000003001","000000003001",111946,92466,91973,119589,115274,125014,137342,158548,166315,174082,200342,191959,165082,204904
"16026","5281-1004",3,5281,"1004","2",11218,2007,1,1,"FT HAMILTON PARKWAY","R4","000000003001","000000003001",102899,84994,84540,109925,105959,114912,126244,145736,152875,160015,184153,176447,151742,188346
"16027","5281-1005",3,5281,"1005","2",11218,2007,1,1,"FT HAMILTON PARKWAY","R4","000000003001","000000003001",98376,81258,80824,105093,101301,109861,120695,139330,146156,152981,176059,168691,145072,180067
"16028","5281-1006",3,5281,"1006","2",11218,2007,1,1,"FT HAMILTON PARKWAY","R4","000000003001","000000003001",111946,92466,91973,119589,115274,125014,137342,158548,166315,174082,200342,191959,165082,204904
"16029","5281-1007",3,5281,"1007","2",11218,2007,1,1,"FT HAMILTON PARKWAY","R4","000000003001","000000003001",102899,84994,84540,109925,105959,114912,126244,145736,152875,160015,184153,176447,151742,188346
"16030","5281-1008",3,5281,"1008","2",11218,2007,1,1,"FT HAMILTON PARKWAY","R4","000000003001","000000003001",98376,81258,80824,105093,101301,109861,120695,139330,146156,152981,176059,168691,145072,180067
"16031","5281-1009",3,5281,"1009","2",11218,2007,1,1,"FT HAMILTON PARKWAY","R4","000000003001","000000003001",111946,92466,91973,119589,115274,125014,137342,158548,166315,174082,200342,191959,165082,204904
"16032","5281-1010",3,5281,"1010","2",11218,2007,1,1,"FT HAMILTON PARKWAY","R4","000000003001","000000003001",104030,85928,85469,111133,107123,116174,127631,147337,154555,161773,186177,178386,153410,190416
"16033","5281-1011",3,5281,"1011","2",11218,2007,1,1,"FT HAMILTON PARKWAY","R4","000000003001","000000003001",65584,54172,53883,70062,67534,73240,80463,92887,97437,101988,117372,112461,96715,120045
"16034","5281-7501",3,5281,"7501","2",11218,7,0,0,"FT HAMILTON PARKWAY","R0","000000003001","000000003001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16035","5282-34",3,5282,"34","2A",11218,1931,5,5,"GREENWOOD AVENUE","C2","000000000318","000000000318",880000,906000,310000,465000,372000,415000,420000,504000,629000,730000,774000,859000,797000,996000
"16036","5283-7501",3,5283,"7501","2",11218,1,0,0,"EAST 4 STREET","R0","000000000119","000000000119",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16037","5285-1",3,5285,"1","2",11218,1937,59,58,"OCEAN PARKWAY","D7","000000000050","000000000050",2740000,2370000,2607000,3813000,3990000,4397000,4485000,4600000,5011000,5106000,5315000,5604000,5965000,6098000
"16038","5285-40",3,5285,"40","2",11218,1939,67,67,"EAST 7 STREET","D4","000000000082","000000000082",3e+06,2800000,1760000,1936000,2248000,2731000,2606000,2874000,3580000,4076000,3890000,4157000,3517000,3977000
"16039","5286-1",3,5286,"1","2",11218,1936,70,70,"OCEAN PARKWAY","D4","000000000030","000000000030",5890000,1770000,1947000,2142000,3213000,4656000,5716000,6501000,6653000,7235000,7636000,7755000,6486000,7920000
"16040","5287-1",3,5287,"1","2",11218,1927,133,133,"OCEAN PARKWAY","D1","000000000010","000000000016",4360000,4020000,4422000,5222000,5352000,5371000,5554000,6788000,7433000,8236000,9083000,10017000,9007000,10403000
"16041","5287-21",3,5287,"21","2",11218,1941,63,63,"GREENWOOD AVENUE","D1","000000000800","000000000800",3270000,3400000,3337000,4725000,4717000,5510000,4560000,4948000,5450000,5901000,6009000,5963000,5551000,6092000
"16042","5287-35",3,5287,"35","2B",11218,1931,7,7,"PROSPECT PARK SW","C1","000000000199","000000000199",510000,447000,522000,783000,626000,7e+05,707000,848000,1058000,1230000,1303000,1446000,1342000,1141000
"16043","5287-1037",3,5287,"1037","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",46676,52116,54463,51800,47963,48879,51639,71989,78575,102227,106665,102714,88769,115771
"16044","5287-1038",3,5287,"1038","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",33352,37239,38915,37012,34270,34925,36898,51438,56144,73044,76215,73392,63428,82722
"16045","5287-1039",3,5287,"1039","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",47531,53071,55460,52748,48841,49774,52585,73308,80014,104099,108619,104595,90395,117891
"16046","5287-1040",3,5287,"1040","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",42792,47779,49931,47489,43971,44811,47342,65998,72036,93720,97789,94166,81382,106137
"16047","5287-1041",3,5287,"1041","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",47588,53134,55525,52811,48899,49833,52647,73394,80109,104222,108747,104718,90501,118031
"16048","5287-1042",3,5287,"1042","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",36998,41310,43172,41061,38019,38745,40932,57062,62283,81031,84550,81417,70363,91768
"16049","5287-1043",3,5287,"1043","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",48443,54090,56528,53764,49781,50732,53594,74716,81551,106100,110707,106605,92132,120158
"16050","5287-1044",3,5287,"1044","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",43003,48016,50178,47724,44189,45034,47576,66325,72392,94184,98273,94632,81784,106662
"16051","5287-1045",3,5287,"1045","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",40976,45752,47815,45477,42108,42913,45334,63199,68981,89746,93643,90174,77931,101637
"16052","5287-1046",3,5287,"1046","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",48706,54384,56833,54054,50050,51007,53885,75121,81994,106675,111307,107183,92631,120809
"16053","5287-1047",3,5287,"1047","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",37206,41543,43417,41294,38235,38965,41162,57384,62634,81489,85027,81877,70761,92286
"16054","5287-1048",3,5287,"1048","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",49135,54862,57333,54530,50491,51455,54360,75783,82716,107614,112287,108127,93447,121872
"16055","5287-1049",3,5287,"1049","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",43218,48256,50430,47965,44412,45260,47814,66657,72755,94656,98766,95107,82194,107197
"16056","5287-1050",3,5287,"1050","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",41135,45930,48002,45654,42273,43080,45510,63445,69250,90096,94008,90525,78234,102033
"16057","5287-1051",3,5287,"1051","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",49500,55270,57760,54936,50866,51838,54763,76344,83329,108413,113120,108929,94140,122777
"16058","5287-1052",3,5287,"1052","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",37425,41787,43669,41534,38457,39192,41405,57721,63002,81967,85525,82357,71176,92826
"16059","5287-1053",3,5287,"1053","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",49941,55762,58275,55426,51320,52300,55252,77026,84073,109381,114130,109902,94981,123873
"16060","5287-1054",3,5287,"1054","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",43605,48687,50880,48392,44807,45663,48241,67252,73405,95501,99647,95956,82928,108154
"16061","5287-1055",3,5287,"1055","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",41729,46594,48693,46312,42882,43701,46167,64361,70250,91396,95364,91832,79364,103506
"16062","5287-1056",3,5287,"1056","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",50736,56650,59204,56309,52138,53134,56131,78253,85412,111123,115948,111652,96493,125846
"16063","5287-1057",3,5287,"1057","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",37849,42262,44169,42009,38897,39641,41875,58378,63719,82901,86500,83296,71986,93885
"16064","5287-1058",3,5287,"1058","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",50736,56650,59204,56309,52138,53134,56131,78253,85412,111123,115948,111652,96493,125846
"16065","5287-1059",3,5287,"1059","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",43876,48990,51198,48695,45088,45949,48541,67671,73862,96096,100269,96554,83445,108829
"16066","5287-1060",3,5287,"1060","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",42108,47017,49135,46733,43271,44098,46585,64944,70886,92225,96229,92664,80083,104444
"16067","5287-1061",3,5287,"1061","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",51646,57666,60262,57315,53070,54084,57137,79654,86941,113112,118023,113650,98221,128098
"16068","5287-1062",3,5287,"1062","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",38064,42501,44416,42245,39115,39863,42112,58708,64079,83368,86987,83765,72392,94413
"16069","5287-1063",3,5287,"1063","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",51646,57666,60262,57315,53070,54084,57137,79654,86941,113112,118023,113650,98221,128098
"16070","5287-1064",3,5287,"1064","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",44465,49647,51885,49348,45692,46565,49192,68579,74853,97385,101613,97849,84564,110288
"16071","5287-1065",3,5287,"1065","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",43557,48634,50824,48339,44759,45614,48189,67179,73325,95397,99539,95852,82838,108037
"16072","5287-1066",3,5287,"1066","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",64921,72488,75757,72053,66715,67990,71824,100130,109291,142190,148364,142867,123470,161030
"16073","5287-1067",3,5287,"1067","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",67847,75756,79170,75299,69721,71053,75062,104644,114217,148599,155051,149307,129036,168288
"16074","5287-1068",3,5287,"1068","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",63962,71417,74633,70984,65726,66982,70763,98649,107674,140086,146168,140753,121643,158646
"16075","5287-1069",3,5287,"1069","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",44279,49441,51670,49144,45503,46373,48988,68294,74543,96982,101193,97444,84214,109831
"16076","5287-1070",3,5287,"1070","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",59145,66039,69015,65641,60779,61940,65435,91222,99568,129540,135164,130157,112486,146703
"16077","5287-1071",3,5287,"1071","2",11218,1990,1,1,"PROSPECT PARK SW","R4","000000000207","000000000207",46207,51593,53917,51281,47482,48389,51120,71266,77786,101201,105595,101683,87878,114609
"16078","5287-7501",3,5287,"7501","2",11218,1990,0,0,"PROSPECT PARK SW","R0","000000000207","000000000207",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16079","5288-43",3,5288,"43","2A",11218,1931,5,4,"FT HAMILTON PARKWAY","S4","000000003802","000000003802",1030000,1060000,383000,505000,503000,476000,551000,612000,675000,749000,816000,809000,738000,8e+05
"16080","5290-1",3,5290,"1","2A",11218,1931,6,6,"39 STREET","C2","000000001173","000000001173",418000,371000,388000,512000,509000,482000,561000,631000,696000,805000,755000,795000,724000,793000
"16081","5290-2",3,5290,"2","2A",11218,1931,5,5,"39 STREET","C2","000000001171","000000001171",737000,759000,276000,364000,362000,343000,399000,448000,494000,571000,613000,638000,583000,647000
"16082","5290-3",3,5290,"3","2A",11218,1931,5,4,"39 STREET","S4","000000001167","000000001167",737000,759000,276000,364000,362000,343000,397000,441000,486000,539000,646800,752000,685000,582000
"16083","5290-5",3,5290,"5","2A",11218,1931,5,4,"39 STREET","S4","000000001163","000000001163",737000,759000,276000,364000,362000,343000,397000,441000,486000,539000,646800,752000,685000,582000
"16084","5290-9",3,5290,"9","2A",11218,1931,6,6,"39 STREET","C2","000000001151","000000001151",418000,372000,466000,614000,611000,579000,673000,757000,835000,966000,906000,953000,869000,952000
"16085","5290-10",3,5290,"10","2A",11218,1931,6,6,"39 STREET","C2","000000001149","000000001149",418000,372000,466000,614000,611000,579000,673000,757000,835000,966000,906000,953000,869000,952000
"16086","5290-12",3,5290,"12","2A",11218,1931,6,6,"39 STREET","C2","000000001145","000000001145",418000,372000,466000,614000,611000,579000,673000,757000,835000,966000,906000,953000,869000,952000
"16087","5290-13",3,5290,"13","2A",11218,1931,6,6,"39 STREET","C2","000000001143","000000001143",418000,372000,466000,614000,611000,579000,673000,757000,835000,966000,906000,953000,869000,952000
"16088","5290-14",3,5290,"14","2A",11218,1931,6,6,"39 STREET","C2","000000001141","000000001141",418000,372000,466000,614000,611000,579000,673000,757000,835000,966000,906000,953000,869000,952000
"16089","5290-1001",3,5290,"1001","2C",11218,2006,1,1,"39 STREET","R1","000000001135","000000001135",255358,297559,124039,163519,162959,154279,179479,201879,222599,257318,305758,295958,269358,291198
"16090","5290-1002",3,5290,"1002","2C",11218,2006,1,1,"39 STREET","R1","000000001135","000000001135",200642,233801,97461,128481,128041,121221,141021,158621,174901,202182,240242,232542,211642,228802
"16091","5290-1003",3,5290,"1003","2C",11218,2006,1,1,"39 STREET","R1","000000001135","000000001135",200642,233801,97461,128481,128041,121221,141021,158621,174901,202182,240242,232542,211642,228802
"16092","5290-1004",3,5290,"1004","2C",11218,2006,1,1,"39 STREET","R1","000000001135","000000001135",255358,297559,124039,163519,162959,154279,179479,201879,222599,257318,305758,295958,269358,291198
"16093","5290-1101",3,5290,"1101","2C",11218,2005,1,1,"39 STREET","R1","000000001131","000000001131",255359,297561,124040,163519,162959,154279,179479,201879,222599,257319,275799,287279,262079,291199
"16094","5290-1102",3,5290,"1102","2C",11218,2005,1,1,"39 STREET","R1","000000001131","000000001131",200641,233799,97460,128481,128041,121221,141021,158621,174901,202181,216701,225721,205921,228801
