"","ID","BORO","BLOCK","LOT","TXCL","ZIP","YRB","TOT_UNIT","RES_UNIT","STR_NAME","BLDGCL","HNUM_LO","HNUM_HI","VALUE_10","VALUE_11","VALUE_12","VALUE_13","VALUE_14","VALUE_15","VALUE_16","VALUE_17","VALUE_18","VALUE_19","VALUE_20","VALUE_21","VALUE_22","VALUE_23"
"6180","5070-31",3,5070,"31","1",11218,1928,3,2,"CONEY ISLAND AVENUE","S2","000000000457","000000000457",502000,517000,517000,515000,521000,625000,737000,843000,1012000,1085000,1302000,1394000,1364000,1511000
"6181","5070-33",3,5070,"33","1",11218,1928,3,2,"CHURCH AVENUE","S2","000000000905","000000000905",429000,442000,442000,440000,445000,534000,641000,737000,884000,948000,1138000,1148000,1117000,1261000
"6182","5070-34",3,5070,"34","1",11218,1928,3,2,"CHURCH AVENUE","S2","000000000903","000000000903",429000,442000,442000,440000,445000,534000,641000,769000,923000,990000,1188000,1164000,1188000,1276000
"6183","5071-9",3,5071,"9","1",11218,1910,2,2,"CATON AVENUE","B2","000000001026","000000001026",1312000,1555000,1244000,1493000,1625000,1889000,1606000,1741000,2350000,2119000,2093000,2101000,1733000,1743000
"6184","5071-18",3,5071,"18","1",11218,1920,3,3,"STRATFORD ROAD","C0","000000000026","000000000026",692000,812000,793000,952000,950000,1140000,1248000,1352000,1338000,1474000,1628000,2048000,2057000,1876000
"6185","5071-20",3,5071,"20","1",11218,1920,2,2,"STRATFORD ROAD","B2","000000000030","000000000030",790000,790000,801000,961000,838000,1006000,855000,1154000,1558000,1463000,1762000,2216000,2124000,1937000
"6186","5071-21",3,5071,"21","1",11218,1920,3,3,"STRATFORD ROAD","C0","000000000034","000000000034",719000,754000,845000,1014000,1060000,1272000,1279000,1456000,1536000,1526000,1735000,1987000,2185000,1992000
"6187","5071-22",3,5071,"22","1",11218,1910,2,2,"STRATFORD ROAD","B2","000000000038","000000000038",786000,786000,785000,942000,965000,193000,206000,213000,252000,260000,279000,314000,273000,907000
"6188","5071-24",3,5071,"24","1",11218,1901,2,2,"STRATFORD ROAD","B1","000000000044","000000000044",753000,694000,657000,724000,761000,871000,740000,999000,1349000,1164000,1227000,1301000,1312000,1340000
"6189","5071-25",3,5071,"25","1",11218,1901,2,2,"STRATFORD ROAD","B1","000000000046","000000000046",753000,694000,657000,735000,773000,877000,745000,1006000,1358000,1164000,1197000,1277000,1251000,1266000
"6190","5071-26",3,5071,"26","1",11218,1901,2,2,"STRATFORD ROAD","B1","000000000048","000000000048",753000,694000,657000,735000,773000,877000,745000,1006000,1358000,1164000,1197000,1277000,1251000,1266000
"6191","5071-27",3,5071,"27","1",11218,1901,2,2,"STRATFORD ROAD","B1","000000000050","000000000050",753000,694000,657000,736000,775000,878000,746000,1007000,1359000,1164000,1197000,1277000,1251000,1266000
"6192","5071-28",3,5071,"28","1",11218,1901,2,2,"STRATFORD ROAD","B1","000000000052","000000000052",753000,694000,657000,736000,775000,878000,746000,1007000,1359000,1164000,1197000,1277000,1251000,1266000
"6193","5071-29",3,5071,"29","1",11218,1901,2,2,"STRATFORD ROAD","B1","000000000054","000000000054",753000,694000,657000,737000,776000,880000,748000,1010000,1364000,1164000,1197000,1277000,1251000,1266000
"6194","5071-30",3,5071,"30","1",11218,1901,2,2,"STRATFORD ROAD","B1","000000000056","000000000056",753000,694000,657000,737000,776000,880000,748000,1010000,1364000,1164000,1197000,1272000,1277000,1251000
"6195","5071-31",3,5071,"31","1",11218,1901,2,2,"STRATFORD ROAD","B1","000000000058","000000000058",753000,694000,657000,737000,776000,880000,748000,1010000,1364000,1164000,1197000,1277000,1251000,1259000
"6196","5071-32",3,5071,"32","1",11218,1901,2,2,"STRATFORD ROAD","B1","000000000060","000000000060",753000,694000,657000,738000,777000,880000,748000,1010000,1364000,1164000,1197000,1277000,1251000,1266000
"6197","5071-33",3,5071,"33","1",11218,1901,2,2,"STRATFORD ROAD","B1","000000000062","000000000062",916000,841000,716000,842000,961000,946000,804000,1085000,1465000,1263000,1829000,1654000,1364000,1767000
"6198","5071-36",3,5071,"36","1",11218,1928,2,1,"CHURCH AVENUE","S1","000000001029","000000001029",359000,370000,370000,368000,372000,446000,421000,505000,606000,650000,780000,876000,853000,931000
"6199","5071-37",3,5071,"37","1",11218,1928,2,1,"CHURCH AVENUE","S1","000000001027","000000001027",409000,421000,421000,419000,424000,435000,435000,448000,538000,577000,658000,744000,739000,801000
"6200","5071-40",3,5071,"40","1",11218,1928,2,1,"CHURCH AVENUE","S1","000000001021","000000001021",409000,421000,421000,419000,424000,469000,469000,498000,598000,641000,769000,792000,780000,864000
"6201","5071-42",3,5071,"42","1",11218,1928,2,1,"CHURCH AVENUE","S1","000000001015","000000001015",413000,425000,425000,423000,428000,488000,488000,532000,638000,684000,821000,780000,910000,938000
"6202","5071-46",3,5071,"46","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000069","000000000069",707000,724000,730000,658000,682000,777000,660000,891000,1203000,1069000,1159000,1308000,1305000,1294000
"6203","5071-47",3,5071,"47","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000065","000000000065",707000,724000,730000,660000,684000,779000,662000,894000,1207000,1069000,1128000,1284000,1244000,1309000
"6204","5071-48",3,5071,"48","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000063","000000000063",707000,724000,730000,662000,687000,780000,663000,895000,1208000,1069000,1128000,1284000,1244000,1309000
"6205","5071-49",3,5071,"49","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000061","000000000061",707000,724000,730000,663000,688000,781000,664000,896000,1210000,1069000,1128000,1284000,1244000,1309000
"6206","5071-50",3,5071,"50","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000059","000000000059",707000,724000,730000,664000,689000,781000,664000,896000,1210000,1069000,1128000,1284000,1244000,1309000
"6207","5071-51",3,5071,"51","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000057","000000000057",707000,724000,730000,785000,828000,853000,725000,979000,1322000,1069000,1128000,1284000,1244000,1309000
"6208","5071-52",3,5071,"52","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000053","000000000053",707000,724000,730000,642000,663000,767000,652000,880000,1188000,1069000,1128000,1284000,1244000,1309000
"6209","5071-53",3,5071,"53","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000051","000000000051",707000,724000,730000,642000,664000,770000,655000,884000,1193000,1077000,1128000,1284000,1244000,1309000
"6210","5071-54",3,5071,"54","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000049","000000000049",707000,724000,730000,641000,663000,770000,655000,884000,1193000,1077000,1128000,1284000,1244000,1309000
"6211","5071-55",3,5071,"55","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000047","000000000047",707000,724000,730000,641000,663000,770000,655000,884000,1193000,1077000,1128000,1284000,1244000,1309000
"6212","5071-56",3,5071,"56","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000045","000000000045",707000,724000,730000,641000,663000,770000,655000,884000,1193000,1077000,1128000,1284000,1244000,1309000
"6213","5071-57",3,5071,"57","1",11218,1925,3,3,"EAST 10 STREET","C0","000000000041","000000000041",673000,590000,585000,654000,674000,785000,914000,1120000,952000,1077000,1100000,1169000,1500000,1456000
"6214","5071-58",3,5071,"58","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000039","000000000039",707000,724000,730000,640000,662000,769000,654000,883000,1192000,1077000,1128000,1284000,1244000,1309000
"6215","5071-59",3,5071,"59","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000037","000000000037",707000,724000,730000,640000,662000,769000,654000,883000,1192000,1077000,1128000,1284000,1244000,1309000
"6216","5071-60",3,5071,"60","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000035","000000000035",707000,724000,730000,639000,660000,765000,650000,878000,1185000,1069000,1128000,1284000,1244000,1309000
"6217","5071-61",3,5071,"61","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000033","000000000033",707000,724000,730000,639000,660000,765000,650000,878000,1185000,1069000,1128000,1284000,1244000,1309000
"6218","5071-62",3,5071,"62","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000029","000000000029",698000,614000,674000,681000,640000,764000,649000,876000,1183000,1411000,1183000,1342000,1382000,1364000
"6219","5071-63",3,5071,"63","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000027","000000000027",707000,724000,730000,638000,659000,764000,649000,876000,1183000,1069000,1128000,1284000,1244000,1309000
"6220","5071-64",3,5071,"64","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000025","000000000025",707000,724000,730000,637000,658000,764000,649000,876000,1183000,1069000,1128000,1284000,1244000,1309000
"6221","5071-65",3,5071,"65","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000021","000000000021",705000,622000,607000,693000,660000,721000,613000,828000,1118000,1416000,1212000,1373000,1416000,1400000
"6222","5071-66",3,5071,"66","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000019","000000000019",707000,724000,730000,636000,657000,763000,649000,876000,1183000,1069000,1128000,1284000,1244000,1309000
"6223","5071-67",3,5071,"67","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000017","000000000017",707000,724000,730000,635000,656000,762000,648000,875000,1181000,1069000,1128000,1284000,1244000,1309000
"6224","5071-68",3,5071,"68","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000015","000000000015",707000,724000,730000,634000,655000,762000,648000,875000,1181000,1069000,1128000,1284000,1244000,1309000
"6225","5071-69",3,5071,"69","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000011","000000000011",707000,724000,730000,634000,655000,762000,648000,875000,1181000,1069000,1128000,1284000,1244000,1309000
"6226","5071-70",3,5071,"70","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000009","000000000009",707000,724000,730000,633000,653000,761000,647000,873000,1179000,1069000,1128000,1284000,1244000,1309000
"6227","5071-71",3,5071,"71","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000007","000000000007",707000,724000,730000,632000,652000,760000,646000,872000,1177000,1069000,1128000,1284000,1244000,1309000
"6228","5071-72",3,5071,"72","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000005","000000000005",707000,724000,730000,629000,649000,759000,645000,871000,1176000,1069000,1128000,1284000,1244000,1309000
"6229","5071-73",3,5071,"73","1",11218,1925,2,2,"EAST 10 STREET","B1","000000000003","000000000003",707000,724000,730000,628000,648000,758000,644000,869000,1173000,1069000,1159000,1308000,1305000,1294000
"6230","5071-90",3,5071,"90","1",11218,1920,1,1,"STRATFORD ROAD","A1","000000000082","000000000082",1103000,1062000,944000,1133000,1059000,1271000,1080000,1222000,1650000,2700000,2813000,2535000,2584000,2356000
"6231","5071-92",3,5071,"92","1",11218,1920,2,2,"ALBEMARLE ROAD","B2","000000000941","000000000941",1181000,1121000,1007000,1208000,1194000,1433000,1218000,1533000,2070000,1678000,1934000,2173000,2410000,2197000
"6232","5071-95",3,5071,"95","1",11218,1920,1,1,"ALBEMARLE ROAD","A1","000000000929","000000000929",1228000,1135000,1059000,1271000,1179000,1415000,1203000,1151000,1554000,1745000,2434000,3011000,3538000,3226000
"6233","5071-141",3,5071,"141","1",11218,1899,2,1,"CHURCH AVENUE","S1","000000001017","000000001017",441000,454000,454000,452000,457000,469000,469000,519000,623000,668000,802000,803000,772000,859000
"6234","5072-24",3,5072,"24","1",11218,1899,2,2,"WESTMINSTER ROAD","B2","000000000044","000000000044",894000,1062000,1037000,1100000,1088000,999000,849000,1146000,1547000,1841000,1813000,2093000,1967000,2358000
"6235","5072-32",3,5072,"32","1",11218,1930,2,1,"CHURCH AVENUE","S1","000000001121","000000001121",429000,442000,442000,440000,445000,534000,583000,686000,791000,848000,936000,890000,884000,948000
"6236","5072-33",3,5072,"33","1",11218,1930,3,1,"CHURCH AVENUE","S0","000000001117","000000001117",428000,441000,441000,439000,444000,533000,594000,703000,809000,867000,982000,933000,860000,930000
"6237","5072-34",3,5072,"34","1",11218,1930,2,1,"CHURCH AVENUE","S1","000000001115","000000001115",429000,442000,442000,440000,445000,534000,589000,706000,804000,862000,1020000,969000,843000,912000
"6238","5072-37",3,5072,"37","1",11218,1930,2,1,"CHURCH AVENUE","S1","000000001109","000000001109",405000,417000,417000,415000,420000,504000,566000,663000,768000,823000,855000,855000,844000,912000
"6239","5072-38",3,5072,"38","1",11218,1930,2,1,"CHURCH AVENUE","S1","000000001105","000000001105",398000,410000,410000,408000,413000,496000,580000,686000,793000,850000,927000,881000,816000,887000
"6240","5072-39",3,5072,"39","1",11218,1930,2,1,"CHURCH AVENUE","S1","000000001103","000000001103",359000,370000,370000,368000,372000,446000,535000,642000,770000,826000,991000,1037000,1038000,1070000
"6241","5073-35",3,5073,"35","1",11218,1930,3,2,"CHURCH AVENUE","S2","000000001221","000000001221",441000,454000,454000,452000,457000,548000,552000,649000,779000,835000,970000,922000,817000,873000
"6242","5073-36",3,5073,"36","1",11218,1930,3,2,"CHURCH AVENUE","S2","000000001219","000000001219",449000,462000,462000,460000,465000,558000,670000,804000,965000,1035000,1036000,1101000,1106000,1217000
"6243","5073-37",3,5073,"37","1",11218,1930,3,2,"CHURCH AVENUE","S2","000000001217","000000001217",449000,462000,462000,460000,465000,558000,670000,804000,965000,1035000,1148000,1320000,1356000,1512000
"6244","5073-38",3,5073,"38","1",11218,1930,3,2,"CHURCH AVENUE","S2","000000001211","000000001211",431000,444000,444000,442000,447000,536000,643000,733000,880000,944000,802000,922000,1103000,1244000
"6245","5073-39",3,5073,"39","1",11218,1930,3,2,"CHURCH AVENUE","S2","000000001209","000000001209",444000,457000,457000,455000,460000,552000,662000,794000,953000,1022000,1038000,1072000,1078000,1186000
"6246","5073-40",3,5073,"40","1",11218,1930,3,2,"CHURCH AVENUE","S2","000000001203","000000001203",449000,462000,462000,460000,465000,558000,670000,804000,965000,1035000,1004000,1155000,1262000,1398000
"6247","5073-42",3,5073,"42","1",11218,1899,2,2,"WESTMINSTER ROAD","B2","000000000061","000000000061",873000,967000,863000,992000,1053000,1042000,886000,1196000,1615000,2186000,1820000,2289000,1888000,1899000
"6248","5073-44",3,5073,"44","1",11218,1899,3,3,"WESTMINSTER ROAD","C0","000000000057","000000000057",835000,813000,771000,925000,976000,1036000,1142000,1447000,1230000,1940000,1780000,2056000,1874000,2345000
"6249","5073-46",3,5073,"46","1",11218,1899,2,2,"WESTMINSTER ROAD","B2","000000000053","000000000053",841000,1040000,973000,1068000,1117000,1140000,969000,1308000,1766000,2329000,2014000,2079000,1913000,1919000
"6250","5073-48",3,5073,"48","1",11218,1899,2,2,"WESTMINSTER ROAD","B2","000000000049","000000000049",771000,953000,838000,1006000,1076000,938000,797000,1076000,1453000,2279000,1845000,2128000,1960000,2448000
"6251","5073-50",3,5073,"50","1",11218,1899,3,3,"WESTMINSTER ROAD","C0","000000000045","000000000045",838000,831000,823000,988000,1086000,1080000,1166000,1482000,1428000,2253000,2095000,2164000,1930000,2500000
"6252","5073-137",3,5073,"137","1",11218,1930,3,2,"CHURCH AVENUE","S2","000000001213","000000001213",389000,401000,401000,399000,404000,485000,582000,698000,838000,899000,1079000,1083000,1089000,1199000
"6253","5073-139",3,5073,"139","1",11218,1930,3,2,"CHURCH AVENUE","S2","000000001205","000000001205",417000,430000,430000,428000,433000,520000,624000,749000,899000,964000,892000,1026000,1098000,1201000
"6254","5074-1",3,5074,"1","1",11218,1920,2,2,"CATON AVENUE","B3","000000000001","000000000001",836000,855000,805000,770000,792000,811000,740000,999000,1349000,2128000,1589000,1999000,1762000,1864000
"6255","5092-7",3,5092,"7","1",11218,1905,1,1,"STRATFORD ROAD","A1","000000000079","000000000079",1239000,1223000,1199000,1439000,1560000,1640000,1411000,1875000,2200000,2471000,2143000,2479000,2044000,2046000
"6256","5092-12",3,5092,"12","1",11218,1905,2,1,"WESTMINSTER ROAD","S1","000000000080","000000000080",524000,540000,540000,538000,544000,653000,784000,941000,1129000,1211000,1453000,1476000,1432000,1590000
"6257","5092-17",3,5092,"17","1",11218,1960,2,2,"WESTMINSTER ROAD","B1","000000000088","000000000088",795000,708000,704000,742000,799000,710000,673000,909000,1227000,1489000,1685000,1837000,1515000,1381000
"6258","5092-19",3,5092,"19","1",11218,1960,2,2,"WESTMINSTER ROAD","B1","000000000090","000000000090",795000,708000,704000,740000,797000,709000,673000,909000,1227000,1489000,1685000,1837000,1515000,1381000
"6259","5092-22",3,5092,"22","1",11218,1905,2,2,"ALBEMARLE ROAD","B3","000000001123","000000001123",1450000,1277000,1319000,1583000,1618000,1651000,1403000,1677000,2264000,2673000,3126000,3847000,3547000,3947000
"6260","5092-25",3,5092,"25","1",11218,1931,1,1,"ALBEMARLE ROAD","A1","000000001111","000000001111",1613000,1478000,1182000,1418000,1549000,1675000,1597000,1955000,2618000,2700000,2357000,2964000,2994000,2972000
"6261","5093-1",3,5093,"1","1",11218,1905,1,1,"WESTMINSTER ROAD","A1","000000000085","000000000085",1206000,1152000,1132000,1234000,1342000,1424000,1425000,1924000,2120000,2612000,1951000,2217000,2148000,2336000
"6262","5093-4",3,5093,"4","1",11218,1905,2,2,"WESTMINSTER ROAD","B2","000000000083","000000000083",1147000,1054000,1240000,1343000,1509000,1355000,1152000,1510000,2039000,2591000,2624000,2373000,2197000,2791000
"6263","5093-7",3,5093,"7","1",11218,1905,1,1,"WESTMINSTER ROAD","A1","000000000079","000000000079",1139000,1126000,1123000,1271000,1357000,1496000,1466000,1979000,2216000,2655000,1983000,2159000,2090000,2349000
"6264","5093-10",3,5093,"10","1",11218,1905,2,2,"ARGYLE ROAD","B3","000000000080","000000000080",1071000,993000,951000,956000,1075000,1192000,1013000,1244000,1679000,2587000,2668000,2413000,1990000,1870000
"6265","5093-13",3,5093,"13","1",11218,1905,1,1,"ARGYLE ROAD","A1","000000000086","000000000086",1285000,1169000,1364000,1367000,1508000,1402000,1376000,1858000,2461000,2859000,2468000,3104000,3036000,3124000
"6266","5093-16",3,5093,"16","1",11218,1905,1,1,"ARGYLE ROAD","A1","000000000092","000000000092",1213000,1160000,1345000,1453000,1729000,1470000,1410000,1904000,2319000,2680000,2476000,3106000,3027000,3239000
"6267","5093-19",3,5093,"19","1",11218,1905,2,2,"ARGYLE ROAD","B2","000000000098","000000000098",961000,620000,775000,930000,1011000,1213000,1031000,1392000,1879000,2723000,2034000,2213000,1825000,1914000
"6268","5093-22",3,5093,"22","1",11218,1905,1,1,"ALBEMARLE ROAD","A1","000000001221","000000001221",1348000,1275000,1104000,1325000,1364000,1446000,1626000,2182000,2437000,2879000,2380000,2993000,3064000,3296000
